,0
539,"Air source heat pump, fan coil units, electric, Electric underfloor heating"
540,"Boiler and radiators, |Bwyler a rheiddiaduron, |electric|trydan"
541,"Boiler and radiators, wood pellets, Boiler and underfloor heating, wood pellets"
542,"Boiler and underfloor heating, oil, Air source heat pump, underfloor, electric"
543,"Air source heat pump, radiators, electric, Room heaters, electric"
544,"Ground source heat pump, ratiators, electric"
545,"Air sourceheat pump, underfloor heating, electric"
546,"Room heaters, wood pellets, Room heaters, electric"
547,"Boiler, wood pellets"
548,"Boiler and radiators, smokeless fuel, Boiler and radiators, oil"
549,"Boiler and radiators, dual fuel (mineral and wood), Boiler and radiators, oil"
550,"Warm air, oil, Boiler and radiators, oil"
551,"Boiler and radiators, coal, Boiler and radiators, dual fuel (mineral and wood)"
552,"Community scheme, biomass and oil"
553,"Warm air, radiators, mains gas"
554,"Community scheme, biomass and mains gas"
555,"Ground source heat pump , mains gas"
556,"Boiler and radiators, electric, Boiler and radiators, dual fuel (mineral and wood)"
557,"Ground source heat pump, underfloor, electric, Boiler and underfloor heating, LPG"
558,"Boiler, underfloor, wood logs"
559,"Boiler and radiators, oil, Water source heat pump, underfloor, oil"
560,"Boiler and radiators, mains gas, Boiler and radiators, LPG"
561,"Boiler and underfloor heating, dual fuel (mineral and wood), Boiler and radiators, dual fuel (mineral and wood)"
562,"Boiler and radiators, LPG, Boiler and radiators, wood pellets"
563,"Boiler and underfloor heating, electricity (24-hr heating tariff)"
564,"Water source heat pump, radiators , electric"
565,"Warm air, mains gas, Warm air, mains gas"
566,"Boiler and radiators, mains gas, Boiler and radiators, wood pellets"
567,"Room heaters, electric, Boiler and radiators, coal"
568,"Boiler and underfloor heating, electricity"
569,"Boiler and underfloor heating, dual fuel (mineral and wood), Electric underfloor heating"
570,"Ground source heat pump, underfloor, electric, Air source heat pump, radiators, electric"
571,"Boiler and radiators, oil, Room heaters, coal"
572,"Boiler and radiators, wood logs, Air source heat pump, underfloor, electric"
573,"Boiler and radiators, coal, Boiler and underfloor heating, electric"
574,"Boiler and radiators, wood logs, Boiler and radiators, bottled LPG"
575,"Air source heat pump, Underfloor heating, pipes in screed above insulation, electric, Air source heat pump, electric"
576,"Warm air, |Awyr gynnes, |Electricaire|Electricaire"
577,"Water source heat pump , electric"
578,"Boiler and radiators, electric, Room heaters, dual fuel (mineral and wood)"
579,"Water source heat pump, electric"
580,"Boiler and underfloor heating,"
581,"Air source heat pump, warm air, |Pwmp gwres sy'n tarddu yn yr awyr, awyr gynnes, |electric|trydan"
582,"Room heaters, radiators, mains gas"
583,"Boiler, wood chips"
584,"Room heaters, electric, Room heaters, oil"
585,"Air source heat pump, Underfloor heating, pipes in screed above insulation, electric, Room heaters, wood logs"
586,"Boiler and radiators, bottled LPG, Boiler and radiators, oil"
587,"Air source heat pump, underfloor, electric, Boiler and underfloor heating, wood pellets"
588,"Air source heat pump, warm air, electric, Boiler and radiators, anthracite"
589,"Electric underfloor heating, Room heaters, dual fuel (mineral and wood)"
590,"Ground source heat pump, radiators, electric, Electric storage heaters"
591,"Oil boiler, oil"
592,"Room heaters, |Gwresogyddion ystafell, |wood logs|logiau coed"
593,"Boiler and radiators, oil, Room heaters, dual fuel (mineral and wood)"
594,"Electric underfloor heating, , underfloor, electric"
595,"Boiler and radiators, oil, Ground source heat pump, underfloor, electric"
596,"Boiler and radiators, dual fuel (mineral and wood), Boiler and radiators, wood logs"
597,"Boiler and radiators, mains gas, Boiler and radiators, smokeless fuel"
598,"Warm air, dual fuel (mineral and wood)"
599,", Electric underfloor heating"
600,"Electric storage heaters, No system present: electric heaters assumed"
601,"Room heaters, biogas - landfill"
602,"Room heaters, underfloor, wood logs"
603,"Boiler and radiators, LPG, Room heaters, LPG"
604,"Air source heat pump, radiators, electric, Boiler and radiators, coal"
605,St+¦r wresogyddion trydan
606,"Boiler & underfloor, LPG subject to Special Condition 18"
607,"Boiler and radiators, LPG, Ground source heat pump, warm air, electric"
608,"Warm air, Electricaire, Boiler and radiators, mains gas"
609,"Boiler and radiators, anthracite, Electric underfloor heating"
610,"Boiler and underfloor heating, LPG, Electric underfloor heating"
611,"Air source heat pump, warm air, electric, Boiler and radiators, electric"
612,"Air source heat pump , electric, Air source heat pump , electric"
613,"Warm air, mains gas, Boiler and underfloor heating, mains gas"
614,"Air source heat pump , electric, Electric underfloor heating, underfloor, electric"
615,"Electric storage heaters, Warm air, oil"
616,"Air source heat pump, fan coil units, mains gas"
617,"Electric underfloor heating, Boiler and radiators, LPG"
618,"Community scheme, radiators, coal"
619,"Electric ceiling heating, electric, Electric storage heaters"
620,"Boiler and underfloor heating, mains gas, Air source heat pump, radiators, electric"
621,"Electric ceiling, mains gas"
622,"Community scheme, Room heaters, wood logs"
623,"Air source heat pump, Underfloor heating, pipes in screed above insulation, electric, Boiler And underfloor heating, oil"
624,"Air source heat pump fan coil units, electric, , underfloor, electric"
625,"No system present: electric heaters assumed, Room heaters, electric"
626,"Boiler and radiators, mains gas, Room heaters, smokeless fuel"
627,"Room heaters, smokeless fuel, Room heaters, mains gas"
628,"Boiler and radiators, electric, Boiler and radiators, oil"
629,"Gas/LPG boiler pre-1998, with fan-assisted flue, gas"
630,"Boiler & underfloor, mains gas, Boiler And radiators, mains gas"
631,"Ground source heat pump, Systems with radiators, electric, Room heaters, wood logs"
632,Community scheme with CHP and wood logs
633,"Water source heat pump, fan coil units, electric"
634,"Ground source heat pump, underfloor, electric, Boiler and radiators, mains gas"
635,"Boiler and radiators, wood logs, Boiler and radiators, wood logs"
636,"Ground source heat pump, |Pwmp gwres sy'n tarddu yn y ddaear, |, radiators, |, rheiddiaduron, |electric|trydan"
637,"Air source heat pump, Underfloor heating, pipes in screed above insulation, electric, , underfloor, electric"
638,"Community scheme with CHP, mains gas|Cynllun cymunedolgyda CHP, nwy prif gyflenwad"
639,Heat pumptrydan
640,"Room heaters, anthracite, Electric storage heaters"
641,"Ground source heat pump, radiators, electric, Boiler and underfloor heating, oil"
642,"Ground source heat pump, radiators, electric, Boiler and radiators, mains gas"
643,"Air source heat pump, underfloor, electric, Boiler and radiators, electric"
644,"Warm air, B30K"
645,"Ground source heat pump, Underfloor heating and radiators, pipes in screed above insulation, electric, Boiler And radiators, mains gas"
646,"Boiler and underfloor heating, oil, Boiler and underfloor heating, wood logs"
647,"Electric storage heaters, Electric ceiling heating, electric"
648,"Boiler and underfloor heating, oil, Electric storage heaters"
649,"Boiler and radiators, bottled LPG, Warm air, Electricaire"
650,"Boiler and , coal"
651,", mains gas"
652,"Community scheme, wood pellets and mains gas"
653,"Gwresogyddion ystafell, trydan"
654,"Community heat pump,"
655,"Room heaters, oil, Electric underfloor heating"
656,"Boiler and radiators, mains gas, Boiler and underfloor heating, wood logs"
657,"Room heaters, "
658,"Air sourceheat pump, radiators, electric"
659,"Boiler and underfloor heating, bulk LPG"
660,"Ground source heat pump, radiators, electric, Boiler and radiators, LPG"
661,"Ground source heat pump, underfloor, electric, Room heaters, electric"
662,"Air source heat pump, underfloor, oil"
663,"Ground source heat pump, Underfloor heating and radiators, pipes in screed above insulation, electric, Room heaters, wood logs"
664,"Air source heat pump, radiators, electric, Air source heat pump, warm air, electric"
665,"Air source heat pump, warm air, electric, Air source heat pump, underfloor, electric"
666,"Boiler and underfloor heating, electric, Air source heat pump, warm air, electric"
667,"Warm air, mains gas, Electric underfloor heating"
668,"Portable electric heaters assumed for most rooms, Room heaters, dual fuel (mineral and wood)"
669,"Boiler and , dual fuel (mineral and wood)"
670,"Boiler and underfloor heating, LPG, Boiler and radiators, electric"
671,"No system present: electric heaters assumed, electicity"
672,"Boiler and underfloor heating, mains gas, Air source heat pump, warm air, electric"
673,"Community scheme, radiators, oil"
674,"Ground source heat pump, underfloor, electricity"
675,"Air source heat pump, radiators, LPG"
676,"Water source heat pump, |Pwmp gwres sy'n tarddu mewn dwr, |, radiators, |, rheiddiaduron, |electric|trydan"
677,"Water source heat pump, underfloor, electric, Electric storage heaters"
678,"Exhaust source heat pump, Underfloor heating, pipes in screed above insulation, electric"
679,"Water source heat pump, underfloor, mains gas"
680,"No system present: electric heaters assumed, electricity"
681,"Boiler & fan coil units, wood logs"
682,"Hot-Water-Only Systems, gas"
683,"Radiator heating, mains gas"
684,"Boiler and radiators, mains gas, Electric underfloor heating, underfloor, electric"
685,"Room heaters, mains gas, Boiler and radiators, anthracite"
686,"Boiler and radiators, mains gas, Electric ceiling heating, electric"
687,"Air source heat pump, Underfloor heating and radiators, pipes in screed above insulation, electric, Boiler And radiators, mains gas"
688,"Room heaters, anthracite, Room heaters, anthracite"
689,"Electric storage heaters, Boiler and radiators, anthracite"
690,"Boiler and radiators, wood logs, Boiler and radiators, mains gas"
691,"Gas/LPG boiler pre-1998 with balanced or open-flue, mains gas"
692,"Underfloor heating, mains gas"
693,"Air source heat pump, fan coil units, electric, Boiler and radiators, oil"
694,"Boiler and radiators, wood logs, Boiler and underfloor heating, oil"
695,"Boiler and radiators, mains gas, Room heaters, anthracite"
696,"Boiler and radiators, oil, Boiler And radiators, wood logs"
697,"Air source heat pump, underfloor, electric, Room heaters, wood logs"
698,"Room heaters, dual fuel (mineral and wood), Boiler and radiators, dual fuel (mineral and wood)"
699,"Air source heat pump , electric, , underfloor, electric"
700,"Room heaters, underfloor, dual fuel (mineral and wood)"
701,"Air source heat pump, Underfloor heating and radiators, pipes in screed above insulation, electric, Room heaters, LPG"
702,"Boiler & underfloor, mains gas, Room heaters, bioethanol"
703,"Boiler and radiators, oil, Warm air, Electricaire"
704,"Boiler and radiators, oil, Room heaters, wood chips"
705,"Boiler and radiators, oil, Boiler and underfloor heating, electric"
706,"Boiler and underfloor heating, mains gas, Boiler and radiators, oil"
707,"Boiler and radiators, oil, Boiler and radiators, smokeless fuel"
708,Fully double glazed
709,"Boiler and radiators, oil, Boiler and radiators, coal"
710,"Air source heat pump, radiators, electricity"
711,"Air source heat pump, underfloor, electric, Boiler and radiators, bottled LPG"
712,"Electric underfloor heating, Air source heat pump, warm air, electric"
713,"Boiler and radiators, mains gas, Boiler and radiators, coal"
714,"Community scheme, Electric storage heaters"
715,"Boiler and underfloor heating, wood logs, Boiler and underfloor heating, oil"
716,"Boiler and radiators, wood logs, Boiler and radiators, LPG"
717,"Room heaters, dual fuel (mineral and wood), Electric underfloor heating"
718,"Ground source heat pump, Underfloor heating, pipes in screed above insulation, electric, Room heaters, wood logs"
719,"Air source heat pump, underfloor, electric, Room heaters, dual fuel (mineral and wood)"
720,"Air source heat pump, radiators, electric, Boiler and radiators, electric"
721,"Boiler and radiators, bottled LPG, Electric underfloor heating"
722,"Electric storage heaters, Boiler and underfloor heating, electric"
723,"Boiler and radiators, |Bwyler a rheiddiaduron, |wood logs|logiau coed"
724,"Micro-cogeneration, oil"
725,"Air source heat pump, underfloor, dual fuel (mineral and wood)"
726,"Room heaters, electric, Ground source heat pump, underfloor, electric"
727,"Boiler and radiators, dual fuel (mineral and wood), Boiler and radiators, coal"
728,"Air source heat pump and underfloor heating, electric"
729,"Air source heat pump, underfloor, wood pellets"
730,"Solar assisted heat pump, underfloor, electric"
731,"Solar assisted source heat pump, Underfloor heating, pipes in insulated timber floor, electric"
732,"Full secondary glazing, warm air, electric"
733,"Solar assisted source heat pump, Underfloor heating and radiators, pipes in screed above insulation, electric"
734,"Warm air, mains gas, Warm air, Electricaire"
735,"Boiler and radiators, secondary wood pellets"
736,"Air source heat pump, radiators, oil"
737,"Electric storage heaters, Boiler, coal"
738,"Boiler and radiators, appliances able to use mineral oil or liquid biofuel"
739,"Boiler and radiators, LPG, , underfloor, electric"
740,"Boiler & underfloor, mains gas, Boiler & underfloor, mains gas"
741,"Boiler and underfloor heating, mains gas, Boiler and radiators, dual fuel (mineral and wood)"
742,"Boiler and radiators, oil, Water source heat pump, warm air, electric"
743,"Ground source heat pump, underfloor, electric, Boiler and radiators, wood pellets"
744,"Boiler and underfloor heating, bottled LPG, Boiler and radiators, bottled LPG"
745,"Ground source heat pump fan coil units, electric"
746,"Boiler and radiators, wood pellets, Boiler and radiators, LPG"
747,"Boiler and radiators, oil, Boiler and underfloor heating, wood logs"
748,"Boiler and radiators, wood logs, Boiler And radiators, oil"
749,"Electric underfloor heating, Boiler and radiators, electric"
750,"Micro-cogeneration, |Meicrogydgynhyrchu, |mains gas|nwy prif gyflenwad"
751,"Boiler, underfloor, bottled LPG"
752,"Micro-cogeneration, |Meicrogydgynhyrchu, |LPG|LPG"
753,"Warm air, Electricaire, Boiler and radiators, dual fuel (mineral and wood)"
754,"Boiler and radiators, oil, Ground source heat pump, radiators, electric"
755,"Boiler and radiators, oil, Community scheme"
756,"Boiler and radiators, |Bwyler a rheiddiaduron, |wood chips|asglodion coed"
757,"Boiler and radiators, wood pellets, Electric underfloor heating"
758,"Air source heat pump, warm air, electric, Boiler and radiators, LPG"
759,"Air source heat pump, radiators, electric, Boiler and underfloor heating, oil"
760,"Boiler & underfloor, oil, Boiler And underfloor heating, dual fuel (mineral and wood)"
761,"Boiler and radiators, wood pellets, Boiler, oil"
762,"Boiler and underfloor heating, oil, Ground source heat pump, underfloor, electric"
763,"Portable electric heaters assumed for most rooms, Room heaters, wood logs"
764,"Community scheme, radiators, LPG"
765,"Room heaters, mains gas, Room heaters, smokeless fuel"
766,Boiler and radiators????????????????????????????????????????????????????mains gas
767,"Ground source heat pump, radiators, electric, Boiler and radiators, coal"
768,"Electric underfloor heating, Boiler and radiators, dual fuel (mineral and wood)"
769,"Warm air, oil, Electric storage heaters"
770,"Single glazed, warm air, electric"
771,"Community scheme, coal"
772,"Community scheme, smokeless fuel"
773,"Micro-cogeneration, mains gas, , underfloor, electric"
774,"Boiler and underfloor heating, mains gas, Warm air, Electricaire"
775,"Boiler and radiators, coal, Room heaters, electric"
776,"Boiler and radiators, LPG, Boiler and radiators, electric"
777,"Boiler and radiators, Biomass"
778,"Air source heat pump, warm air, electric, Electric underfloor heating"
779,"Boiler and underfloor heating, mains gas, Electric underfloor heating"
780,"Air source heat pump, warm air, electric, Electric ceiling heating"
781,"Ground source heat pump, underfloor, B30K"
782,Stor wresogyddion trydan
783,"Air source heat pump, radiators, B30K"
784,"Boiler and underfloor heating, lpg (bottled)"
785,"Air source heat pump, warm air, electric, Boiler and radiators, wood logs"
786,"Community scheme, LPG|Cynllun cymunedol, LPG"
787,"Air source heat pump, radiators, electric, Boiler and radiators, wood pellets"
788,"Air source heat pump, Underfloor heating and radiators, pipes in concrete slab, electric, Boiler And underfloor heating, oil"
789,"Boiler and radiators, mains gas, Room heaters, wood pellets"
790,"Ground source heat pump,warm air, oil"
791,"Air source heat pump, underfloor, B30K"
792,"Room heaters, wood logs, Electric underfloor heating"
793,"Air source heat pump fan coil units, electric, Warm air, underfloor, electric"
794,"Portable electric heaters assumed for most rooms, Electric storage heaters"
795,"Community scheme, bottled LPG"
796,"Boiler and radiators, mains gas, Ground source heat pump, underfloor, electric"
797,"Room heaters, mains gas, Electric underfloor heating"
798,"Room heaters, dual fuel (mineral and wood), Boiler and radiators, oil"
799,"Water source heat pump, warm air, wood pellets"
800,"Boiler and radiators, mains gas, Boiler and radiators, anthracite"
801,"Boiler & underfloor, wood pellets, Boiler And underfloor heating, wood pellets"
802,"Boiler and underfloor heating, coal, Boiler and radiators, LPG"
803,"Room heaters, bioethanol"
804,"Warm air, Electricaire, Boiler and radiators, oil"
805,"Boiler and radiators, wood pellets, Boiler and radiators, wood logs"
806,"Air source heat pump, Underfloor heating, pipes in screed above insulation, electric, Boiler And underfloor heating, mains gas"
807,"Water source heat pump , electric, Room heaters, wood logs"
808,"Warm air, "
809,"Warm air, mains gas, Room heaters, wood logs"
810,"Boiler and radiators, oil, Warm air, oil"
811,"Boiler and underfloor heating, mains gas, Boiler and underfloor heating, wood logs"
812,"Warm air, LPG, Room heaters, wood logs"
813,"Air source heat pump, radiators, B30K, Boiler and radiators, mains gas"
814,"Ground source heat pump, radiators, B30K"
815,"Boiler and radiators, bottled LPG, Boiler and underfloor heating, bottled LPG"
816,"Warm air, LPG, Boiler and radiators, LPG"
817,"Solar assisted source heat pump, Underfloor heating, pipes in screed above insulation, electric"
818,"Boiler, mains gas, Boiler and radiators, mains gas"
819,", radiators, electric"
820,"Air source heat pump, underfloor, electric, Air source heat pump, fan coil units, electric"
821,"Air source heat pump, warm air, electric, Boiler and radiators, oil"
822,"Boiler and radiators, wood chips, Boiler and underfloor heating, wood chips"
823,"Community scheme with CHP, mains gas and oil"
824,"Ground source heat pump, underfloor, electric, Ground source heat pump, fan coil units, electric"
825,"Electric storage heaters, Room heaters, smokeless fuel"
826,Community scheme with CHP and oil
827,"Air source heat pump , electric, Room heaters, electric"
828,"Exhaust source heat pump, Systems with radiators, electric"
829,"Boiler and underfloor heating, oil, Room heaters, electric"
830,"Ground source heat pump, warm air, electric, Boiler and underfloor heating, electric"
831,"Room heaters, electric, Electric ceiling heating"
832,"Boiler and radiators, oil, Boiler and radiators, wood chips"
833,"Boiler and radiators, mains gas, Air source heat pump, electric"
834,"Boiler and radiators, wood chips, Boiler and radiators, oil"
835,"Room heaters, coal, Boiler and radiators, coal"
836,Warm air
837,"Boiler & underfloor, mains gas, Room heaters, mains gas"
838,"Mixed exhaust air source heat pump, Systems with radiators, electric"
839,"Boiler and , electric"
840,"Boiler and radiators, electric, , underfloor, electric"
841,"Air source heat pump, warm air, electric, Room heaters, wood logs"
842,"Boiler and radiators, dual fuel (mineral and wood), Warm air, Electricaire"
843,"Boiler and radiators, mains gas, Air source heat pump, fan coil units, electric"
844,"Room heaters, coal, Electric underfloor heating"
845,"Boiler and underfloor heating, mains gas, Electric storage heaters"
846,"Boiler and radiators, dual fuel (mineral and wood), Room heaters, mains gas"
847,"Boiler and radiators, mains gas, Water source heat pump, underfloor, mains gas"
848,"Gas-fired, water source source heat pump, electric"
849,"Warm air, electricity (24-hr heating tariff)"
850,"Solar-assisted heat pump, radiators, electric"
851,"Gas-fired, ground source source heat pump, warm air, electric"
852,"Air source heat pump, electric, Air source heat pump, underfloor, electric"
853,"Room heaters, LPG, Room heaters, mains gas"
854,"Boiler and radiators, mains gas, Air source heat pump, underfloor, mains gas"
855,Cynllun cymunedol
856,"Room heaters, anthracite, Room heaters, mains gas"
857,"No system present: electric heaters assumed, ELECTRIC"
858,"No system present: electric heaters assumed, eletric"
859,Air source heat pump
860,"Community scheme, house coal"
861,"Warm air, mains gas, Room heaters, electric"
862,Room heaters????????????????????????????????????????????????????mains gas
863,"Boiler and radiators, wood chips, Electric storage heaters"
864,"Warm air, mains gas, Air source heat pump, underfloor, electric"
865,"Boiler and radiators, anthracite, Boiler and radiators, mains gas"
866,"Boiler and underfloor heating, mains gas, Boiler and radiators, electric"
867,"Air source heat pump, radiators, mains gas, Boiler and radiators, mains gas"
868,"Partial secondary glazing, warm air, electric"
869,"No system present: electric heaters assumed, gas"
870,"Room heaters, heat from boilers - mains gas"
871,"Room heaters, electric, Room heaters, smokeless fuel"
872,"Boiler and underfloor heating, oil, Air source heat pump, warm air, electric"
873,"No system present: electric heaters assumed, radiators"
874,"Ground source heat pump,warm air, electric"
875,"Air source heat pump, radiators, electric, Boiler and radiators, dual fuel (mineral and wood)"
876,"Ground source heat pump, underfloor, electric, Water source heat pump, underfloor, electric"
877,"Boiler and underfloor heating, biogas"
878,"Room heaters, mains gas, Warm air, mains gas"
879,"No system present: electric heaters assumed, Room heaters, mains gas"
880,"Boiler and radiators, mains gas, Boiler and underfloor heating, LPG"
881,"Boiler and radiators, mains gas, Water source heat pump, radiators, electric"
882,"Ground source heat pump, warm air, |Pwmp gwres sy'n tarddu yn y ddaear, awyr gynnes, |electric|trydan"
883,"Electric storage heaters, radiators, Room heaters, electric"
884,"Boiler and radiators, wood logs, Room heaters, wood logs"
885,"Community scheme with CHP, biomass"
886,"Community scheme with CHP, biomass and mains gas"
887,"Boiler and , smokeless fuel"
888,"heat pump, warm air, mains gas"
889,"Air source heat pump, |Pwmp gwres sy'n tarddu yn yr awyr, |, radiators, |, rheiddiaduron, |mains gas|nwy prif gyflenwad"
890,"Air source heat pump , electric, Boiler And underfloor heating, mains gas"
891,Community scheme utilising waste heat
892,"Community scheme, oil and mains gas"
893,"Community scheme utilising waste heat, mains gas"
894,"Community scheme, Boiler and radiators, mains gas"
895,"Community scheme, Air source heat pump, underfloor, electric"
896,"Exhaust source heat pump, Underfloor heating and radiators, pipes in screed above insulation, electric"
897,"Ground-to-air heat pump with auxiliary heater (electric) source heat pump, warm air, electric"
898,"Room heaters, electric, Community scheme"
899,"Community scheme, underfloor, oil"
900,"Community scheme, secondary wood pellets"
901,"Community scheme, bulk wood pellets"
902,"Ground source heat pump, underfloor, electric, Air source heat pump, warm air, electric"
903,"Room heaters, electric, Electric underfloor heating, underfloor, electric"
904,"Air source heat pump, underfloor, bioethanol"
905,"Boiler and radiators, mains gas, Ground source heat pump, underfloor, mains gas"
906,"Community scheme, Electric underfloor heating"
907,"Community scheme, wood chips and mains gas|Cynllun cymunedol, asglodion coed and nwy prif gyflenwad"
908,"Air source heat pump, mains gas"
909,"Air source heat pump fan coil units, electric, Electric underfloor heating, underfloor, electric"
910,"Ground source heat pump, warm air, electricity"
911,"Air source heat pump, warm air, electric, Boiler and underfloor heating, mains gas"
912,"Community scheme, electric"
913,"Warm air, Electricaire, Electric underfloor heating"
914,"Air source heat pump, Underfloor heating, pipes in insulated timber floor, electric, Boiler And underfloor heating, mains gas"
915,"Electric storage heaters, radiators, Electric underfloor heating, underfloor, electric"
916,"Electric ceiling, LPG"
917,"Boiler & fan coil units, mains gas"
918,"Water source heat pump, warm air, mains gas"
919,"Electric ceiling heating, Warm air, Electricaire"
920,"Air source heat pump, Fan coil units, electric, Boiler And underfloor heating, mains gas"
921,"Community scheme, dual fuel (mineral and wood)"
922,"Water source heat pump, radiators, electric, Water source heat pump, underfloor, electric"
923,"Boiler and radiators, mains gas, Water source heat pump, radiators, mains gas"
924,"Community scheme, Warm air, Electricaire"
925,"Pwmp gwres sy’n tarddu yn yr awyr, dan y llawr, trydan"
926,"Electric ceiling heating, electric, Room heaters, electric"
927,"Air source heat pump, underfloor, electricity"
928,"Room heaters, electric, Boiler and underfloor heating, electric"
929,"Ground source heat pump, warm air, electric, Boiler and underfloor heating, mains gas"
930,"Radiator heating, heat from heat pump"
931,"Community scheme, wood logs"
932,"Electric ceiling heating, Room heaters, electric"
933,"Air source heat pump, warm air, electricity"
934,Community scheme utilising geothermal heat
935,"Exhaust air MEV source heat pump, Underfloor heating and radiators, pipes in insulated timber floor, electric"
936,"Community scheme with CHP, radiators, mains gas"
937,"Community scheme, Community scheme"
938,"Mixed exhaust air source heat pump, Underfloor heating and radiators, pipes in insulated timber floor, electric"
939,"Community scheme, biomass and biomass"
940,"Electric underfloor heating, Warm air, Electricaire"
941,Community heap pump
942,"Room heaters, underfloor, electric"
943,"Water-to-air heat pump (electric) source heat pump, warm air, electric"
944,"Radiator heating, heat from boilers - oil"
945,"Boiler and underfloor heating, mains gas, Community scheme"
946,"Community heat pump, underfloor, Heat pump"
947,"Community heat pump, Heat pump"
948,"Boiler and underfloor heating, oil, Room heaters, wood logs"
949,Dim system ar gael: rhagdybir bod twymwr tanddwr trydan
950,"Boiler and underfloor heating, |Bwyler a gwres dan y llawr, |wood pellets|pelenni coed"
951,"Bwyler a gwres dan y llawr, olew"
952,"Boiler and radiators, mains gas"
953,"Warm air, Electricaire"
954,"Boiler and underfloor heating, mains gas"
955,"Boiler and radiators, oil"
956,SAP05:Main-Heating
957,"Room heaters, mains gas"
958,"Room heaters, electric"
959,Electric storage heaters
960,"Boiler and radiators, LPG"
961,"Boiler and radiators, electric"
962,"Boiler and radiators, mains gas, Boiler and underfloor heating, mains gas"
963,"Air source heat pump, radiators, electric"
964,Portable electric heaters assumed for most rooms
965,No system present: electric heaters assumed
966,Community scheme
967,"Warm air, mains gas"
968,"Air source heat pump, underfloor, electric"
969,"Room heaters, wood logs"
970,"Room heaters, dual fuel (mineral and wood)"
971,"Air source heat pump, warm air, electric"
972,"Boiler & underfloor, mains gas"
973,"Community scheme, mains gas"
974,"Electric storage heaters, Electric storage heaters"
975,"Electric storage heaters, Room heaters, electric"
976,"Room heaters, smokeless fuel"
977,"Boiler and radiators, mains gas, Electric underfloor heating"
978,Electric underfloor heating
979,"Room heaters, coal"
980,Community scheme with CHP
981,Electric ceiling heating
982,"Boiler and radiators, dual fuel (mineral and wood)"
983,"Boiler and radiators, anthracite"
984,"Ground source heat pump, radiators, electric"
985,"Boiler and radiators, wood logs"
986,"Boiler and radiators, smokeless fuel"
987,"Water source heat pump, radiators, electric"
988,"Electric underfloor heating, Electric storage heaters"
989,"Air source heat pump, fan coil units, electric"
990,"Community scheme, radiators, mains gas"
991,Portable electric heating assumed for most rooms
992,"Boiler and radiators, coal"
993,"Room heaters, wood pellets"
994,"Community scheme with CHP, mains gas"
995,"Ground source heat pump, underfloor, electric"
996,"Air source heat pump, Underfloor heating and radiators, pipes in screed above insulation, electric"
997,"Boiler and radiators, mains gas, Boiler and radiators, mains gas"
998,"Boiler and radiators, mains gas, Room heaters, electric"
999,"Electric ceiling heating, electric"
1000,"Boiler and radiators, mains gas, Room heaters, mains gas"
1001,"Boiler and underfloor heating, mains gas, Boiler and radiators, mains gas"
1002,"Boiler, mains gas"
1003,"Warm air, electric"
1004,Stor wresogyddion trydan
1005,"Boiler and radiators, mains gas, Boiler and radiators, electric"
1006,"Warm air, LPG"
1007,"Room heaters, electric, Room heaters, mains gas"
1008,"Room heaters, electric, Room heaters, electric"
1009,"Boiler and underfloor heating, electric"
1010,"Community scheme, wood pellets and mains gas"
1011,"Room heaters, oil"
1012,"Air source heat pump, electric"
1013,"Ground source heat pump, Underfloor heating, pipes in screed above insulation, electric"
1014,"Boiler and radiators, B30K"
1015,"Room heaters, LPG"
1016,"No system present: electric heaters assumed, radiators, electric"
1017,"Electric underfloor heating, Room heaters, electric"
1018,"Boiler and radiators, bottled LPG"
1019,"Boiler and underfloor heating, oil"
1020,"Water source heat pump, warm air, electric"
1021,"No system present: electric heaters assumed, mains gas"
1022,"Air source heat pump, warm air, mains gas"
1023,Boiler and radiators
1024,"Boiler and underfloor heating, LPG"
1025,"Room heaters, anthracite"
1026,"Ground source heat pump , electric"
1027,"Ground source heat pump, warm air, electric"
1028,"Boiler and radiators,"
1029,Room heaters
1030,"Boiler and radiators, mains gas"
1031,"Boiler and radiators, LPG"
1032,Electric storage heaters
1033,No system present: electric heaters assumed
1034,"Room heaters, mains gas"
1035,Community scheme
1036,Community scheme with CHP
1037,"Room heaters, electric"
1038,"Boiler and radiators, mains gas, Room heaters, electric"
1039,"Air source heat pump, radiators, electric"
1040,SAP05:Main-Heating
1041,"Boiler and underfloor heating, mains gas"
1042,"Air source heat pump, underfloor, electric"
1043,"Boiler and underfloor heating, oil"
1044,"Boiler and radiators, oil"
1045,"Warm air, mains gas"
1046,"Community scheme, mains gas"
1047,Portable electric heating assumed for most rooms
1048,Community scheme with CHP and mains gas
1049,Portable electric heaters assumed for most rooms
1050,"Boiler and radiators, coal"
1051,"Room heaters, coal"
1052,"Community, community"
1053,"Boiler and underfloor heating, mains gas, Boiler and radiators, mains gas"
1054,"Warm air, Electricaire"
1055,"Boiler and radiators, electric"
1056,"Ground source heat pump, radiators, electric"
1057,"Boiler & underfloor, mains gas"
1058,"Ground source heat pump, underfloor, electric"
1059,"Room heaters, wood logs"
1060,"Boiler and radiators, mains gas, Boiler and radiators, mains gas"
1061,"Air source heat pump, underfloor, electric, Boiler and radiators, mains gas"
1062,"Ground source heat pump, fan coil units, electric"
1063,"Boiler and radiators, anthracite"
1064,"Boiler and radiators, dual fuel (mineral and wood)"
1065,"Room heaters, mains gas, Room heaters, mains gas"
1066,Electric ceiling heating
